age,body_type,diet,drinks,drugs,height,income,job,last_online,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status
33.0,average,other,2,0,66.0,-1.0,medicine / health,2012-06-29-16-53,california,no_kids,straight,like_dogs,agnosticism,f,sagittarius but it doesn&rsquo;t matter,,"english, spanish (fluently)",single
28.0,average,other,2,0,66.0,-1.0,sales / marketing / biz dev,2012-06-27-21-41,california,no_kids,straight,like_boths,agnosticism,m,,,"english, korean (okay)",single
37.0,fit,other,2,0,66.0,-1.0,medicine / health,2012-06-22-23-43,california,no_kids,straight,like_boths,agnosticism,f,virgo and it&rsquo;s fun to think about,,"english, spanish, persian",single
20.0,fit,other,1,0,72.0,-1.0,student,2012-06-30-00-07,california,no_kids,straight,like_boths,atheism,m,libra,no,english (fluently),single
30.0,average,other,2,0,74.0,-1.0,computer / hardware / software,2012-06-28-23-11,california,no_kids,straight,like_boths,agnosticism,m,leo,,"english, czech, italian (poorly), french (poorly)",single
36.0,fit,other,2,0,72.0,-1.0,other,2012-06-29-18-34,california,no_kids,straight,like_boths,agnosticism,m,pisces,no,"english (okay), spanish (fluently)",single
26.0,average,other,2,0,63.0,20000.0,sales / marketing / biz dev,2012-06-23-23-10,california,no_kids,gay,like_boths,catholicism,f,gemini and it&rsquo;s fun to think about,no,english,single
26.0,fit,other,2,0,68.0,70000.0,science / tech / engineering,2012-06-18-21-51,california,no_kids,straight,like_dogs,agnosticism,f,sagittarius but it doesn&rsquo;t matter,no,english,single
33.0,fit,other,1,0,66.0,-1.0,other,2012-06-27-20-52,other,no_kids,straight,like_boths,other and laughing about it,f,,no,"english, spanish (okay), other (poorly)",single
20.0,average,other,2,0,66.0,-1.0,student,2012-03-20-20-06,california,no_kids,straight,like_boths,agnosticism,f,leo but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",seeing someone
31.0,fit,other,1,0,70.0,-1.0,other,2012-06-30-00-07,other,no_kids,straight,like_boths,other,m,sagittarius,no,english (fluently),single
62.0,fit,other,2,0,73.0,-1.0,executive / management,2012-05-15-06-35,california,kid,straight,like_dogs,christianity,m,,no,english,single
33.0,fit,other,2,0,63.0,-1.0,artistic / musical / writer,2012-06-28-14-06,california,no_kids,straight,like_boths,atheism,f,aquarius,no,english,single
22.0,average,other,2,0,69.0,-1.0,other,2011-10-14-04-03,other,no_kids,straight,like_dogs,other,m,aries,when drinking,"english (fluently), spanish (fluently)",single
46.0,fit,other,2,0,66.0,-1.0,medicine / health,2011-09-24-00-59,california,kid,gay,like_boths,agnosticism,m,sagittarius,,english,single
27.0,fit,other,2,0,68.0,-1.0,computer / hardware / software,2012-05-27-14-46,california,no_kids,straight,like_boths,judaism,m,virgo but it doesn&rsquo;t matter,no,"english, russian",single
29.0,average,halal,3,0,72.0,250000.0,artistic / musical / writer,2011-08-23-23-38,california,no_kids,straight,like_dogs,hinduism,m,cancer and it matters a lot,when drinking,"english (fluently), croatian (fluently), bengali (okay)",single
36.0,average,halal,2,0,68.0,-1.0,other,2012-04-30-19-47,california,no_kids,straight,like_cats,agnosticism,f,taurus and it&rsquo;s fun to think about,,english,single
25.0,average,other,3,1,71.0,-1.0,computer / hardware / software,2012-06-16-03-17,california,no_kids,straight,like_dogs,atheism,m,,when drinking,"english (fluently), spanish (poorly), russian (poorly), c++ (fluently)",single
32.0,fit,other,2,0,69.0,-1.0,sales / marketing / biz dev,2012-06-28-20-41,california,no_kids,gay,like_boths,atheism,m,aquarius but it doesn&rsquo;t matter,no,english (fluently),single
21.0,fit,other,2,0,66.0,20000.0,sales / marketing / biz dev,2012-06-26-22-47,california,no_kids,straight,like_boths,catholicism,f,aries and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), french (poorly), portuguese (poorly)",single
27.0,average,other,3,0,68.0,-1.0,sales / marketing / biz dev,2012-06-29-21-59,california,no_kids,straight,like_boths,agnosticism,f,leo and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single
38.0,fit,other,0,0,70.0,-1.0,other,2012-01-23-10-43,other,no_kids,straight,like_boths,other,m,scorpio,no,english,available
27.0,average,other,0,0,74.0,30000.0,education / academia,2012-06-30-00-08,california,no_kids,straight,like_boths,agnosticism,m,,no,english,single
44.0,fit,other,1,0,63.0,-1.0,education / academia,2012-06-28-22-31,california,kid,straight,like_boths,judaism,f,virgo,no,"english (fluently), spanish (okay), french (okay)",single
52.0,fit,other,3,0,66.0,-1.0,law / legal services,2012-06-29-12-43,california,kid,straight,like_boths,judaism,f,aquarius but it doesn&rsquo;t matter,no,"english (fluently), italian (poorly), spanish (poorly), french (poorly)",single
33.0,fit,other,2,0,60.0,-1.0,education / academia,2012-04-22-20-20,other,no_kids,straight,like_boths,other,f,taurus,no,english,single
28.0,fit,other,1,0,67.0,150000.0,law / legal services,2012-06-14-22-56,california,no_kids,straight,like_boths,agnosticism,f,taurus and it&rsquo;s fun to think about,no,english,single
37.0,fit,other,0,0,79.0,50000.0,entertainment / media,2012-06-29-21-31,california,no_kids,straight,like_boths,agnosticism,m,virgo but it doesn&rsquo;t matter,no,english (fluently),single
28.0,fit,other,1,0,61.0,20000.0,science / tech / engineering,2012-02-24-23-54,california,no_kids,straight,like_dogs,agnosticism,f,,no,"english, hindi (okay), spanish (poorly)",single
32.0,average,other,2,0,69.0,-1.0,entertainment / media,2012-06-24-16-32,california,no_kids,straight,like_dogs,catholicism,m,cancer but it doesn&rsquo;t matter,no,"english, spanish (okay)",single
29.0,fit,other,3,1,69.0,-1.0,other,2012-06-29-15-00,california,no_kids,gay,like_boths,agnosticism,f,virgo and it&rsquo;s fun to think about,sometimes,english (fluently),single
31.0,average,halal,2,0,67.0,-1.0,artistic / musical / writer,2012-06-29-22-09,california,no_kids,straight,like_boths,agnosticism,m,taurus,no,"english (fluently), spanish (okay), japanese (okay)",single
42.0,fit,other,2,0,71.0,150000.0,education / academia,2012-06-29-20-59,california,no_kids,straight,like_dogs,agnosticism,m,scorpio but it doesn&rsquo;t matter,no,english,single
32.0,average,other,2,0,63.0,-1.0,education / academia,2012-06-25-22-50,california,no_kids,straight,like_dogs,catholicism,f,capricorn and it&rsquo;s fun to think about,sometimes,english (fluently),single
28.0,fit,other,2,1,67.0,-1.0,banking / financial / real estate,2012-06-25-22-11,other,no_kids,straight,like_boths,other,m,aquarius,trying to quit,"english, italian, french, spanish, russian",single
38.0,fit,other,2,0,63.0,-1.0,banking / financial / real estate,2011-08-01-20-34,california,no_kids,straight,like_boths,judaism,f,,no,english,single
27.0,average,other,2,0,64.0,-1.0,medicine / health,2011-12-05-01-55,california,no_kids,straight,like_dogs,catholicism,f,,no,english,single
19.0,average,other,1,0,62.0,-1.0,other,2012-06-30-00-08,california,no_kids,straight,like_dogs,agnosticism,f,leo,no,english,single
27.0,fit,other,2,0,65.0,80000.0,medicine / health,2012-06-29-12-49,california,no_kids,bisexual,like_boths,catholicism,f,aquarius but it doesn&rsquo;t matter,no,english,single
28.0,fit,other,2,0,67.0,-1.0,computer / hardware / software,2012-06-29-11-09,other,no_kids,straight,like_dogs,other but not too serious about it,m,gemini but it doesn&rsquo;t matter,no,"english (fluently), vietnamese (fluently), c++ (fluently)",single
29.0,fit,other,2,0,66.0,-1.0,education / academia,2012-06-17-02-04,california,no_kids,straight,like_boths,agnosticism,f,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",seeing someone
31.0,fit,other,2,0,63.0,-1.0,student,2012-06-29-13-11,california,no_kids,straight,like_boths,agnosticism,f,gemini but it doesn&rsquo;t matter,when drinking,"english (fluently), french (okay)",single
27.0,fit,other,2,0,63.0,-1.0,other,2012-06-29-22-08,california,no_kids,straight,like_dogs,catholicism,f,virgo,no,"english (fluently), spanish",single
43.0,average,other,2,0,69.0,-1.0,political / government,2012-06-29-17-46,california,no_kids,straight,like_boths,judaism,f,virgo but it doesn&rsquo;t matter,no,"english (fluently), french (okay), spanish (okay)",single
43.0,fit,other,2,0,71.0,-1.0,other,2012-06-16-20-49,california,no_kids,straight,like_cats,judaism,m,taurus but it doesn&rsquo;t matter,sometimes,"english (fluently), swedish (fluently)",single
24.0,fit,other,3,0,69.0,-1.0,other,2012-06-27-22-04,california,no_kids,gay,like_dogs,catholicism,f,pisces but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently), portuguese (okay)",single
34.0,fit,other,2,1,67.0,-1.0,student,2012-06-21-23-37,california,no_kids,straight,like_cats,christianity,f,scorpio and it&rsquo;s fun to think about,,"english (fluently), spanish (poorly)",single
30.0,fit,other,2,0,66.0,-1.0,rather not say,2012-06-27-18-22,california,no_kids,straight,like_boths,agnosticism,f,gemini and it&rsquo;s fun to think about,no,english (fluently),seeing someone
59.0,average,other,2,0,62.0,-1.0,medicine / health,2012-06-28-12-18,california,kid,straight,like_dogs,judaism,f,,no,"english (fluently), spanish (okay)",single
33.0,average,other,1,0,72.0,-1.0,science / tech / engineering,2012-06-29-16-23,california,no_kids,straight,like_boths,atheism,m,leo,no,"english (fluently), c++ (fluently), russian (poorly)",single
41.0,average,other,2,0,69.0,-1.0,law / legal services,2012-06-27-22-09,california,no_kids,straight,like_boths,agnosticism,m,capricorn,no,"english, vietnamese",single
58.0,fit,other,2,0,69.0,-1.0,law / legal services,2012-06-14-15-36,california,kid,straight,like_boths,judaism,m,gemini and it&rsquo;s fun to think about,no,english,single
24.0,fit,other,2,0,59.0,-1.0,artistic / musical / writer,2012-04-25-22-07,other,no_kids,straight,like_boths,other,f,,when drinking,english (fluently),single
39.0,average,other,0,0,74.0,-1.0,science / tech / engineering,2012-06-28-14-35,california,kid,straight,like_cats,christianity,m,,no,english (fluently),single
33.0,fit,other,3,1,70.0,1000000.0,construction / craftsmanship,2012-06-15-19-55,california,no_kids,straight,like_boths,christianity,m,cancer but it doesn&rsquo;t matter,no,english,single
43.0,fit,other,2,0,65.0,-1.0,banking / financial / real estate,2012-06-29-20-02,california,kid,straight,like_boths,hinduism,f,virgo and it&rsquo;s fun to think about,no,english (fluently),single
29.0,average,other,2,1,70.0,60000.0,artistic / musical / writer,2012-06-29-06-14,california,no_kids,straight,like_dogs,agnosticism,m,aries and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), french (poorly), czech (poorly)",single
28.0,average,other,2,0,66.0,-1.0,banking / financial / real estate,2012-06-29-15-08,california,no_kids,straight,like_boths,agnosticism,f,,no,english (fluently),single
21.0,average,other,0,0,70.0,-1.0,other,2011-11-03-22-11,california,no_kids,straight,like_boths,agnosticism,m,pisces,no,english (fluently),single
35.0,fit,other,2,0,64.0,-1.0,medicine / health,2012-05-16-09-05,california,no_kids,straight,like_boths,agnosticism,f,pisces and it&rsquo;s fun to think about,no,english,single
32.0,fit,other,2,0,69.0,-1.0,artistic / musical / writer,2012-06-29-10-25,california,no_kids,straight,like_boths,agnosticism,m,gemini,sometimes,"english (poorly), italian (fluently), spanish (fluently)",single
42.0,fit,other,2,0,63.0,-1.0,medicine / health,2012-06-29-17-04,california,kid,straight,like_boths,christianity,f,aries but it doesn&rsquo;t matter,no,english (fluently),single
23.0,average,other,3,1,62.0,20000.0,artistic / musical / writer,2012-06-27-19-42,california,no_kids,straight,like_boths,agnosticism,f,sagittarius and it&rsquo;s fun to think about,yes,english,single
30.0,average,other,2,0,68.0,-1.0,other,2012-06-28-13-52,california,no_kids,straight,like_boths,christianity,f,virgo and it&rsquo;s fun to think about,no,english,single
27.0,fit,other,0,0,71.0,-1.0,other,2012-01-26-16-11,california,no_kids,gay,like_boths,agnosticism,m,gemini,trying to quit,"english, spanish, portuguese",single
41.0,fit,other,0,0,71.0,-1.0,education / academia,2012-06-27-02-27,other,no_kids,straight,like_boths,other,f,aquarius,no,"english (fluently), spanish (fluently)",single
33.0,average,other,2,0,69.0,-1.0,sales / marketing / biz dev,2012-06-29-21-58,california,no_kids,straight,like_dogs,agnosticism,m,virgo but it doesn&rsquo;t matter,no,"english (fluently), french (poorly)",single
58.0,fit,other,1,0,70.0,-1.0,education / academia,2012-06-24-15-13,california,no_kids,straight,like_boths,judaism,f,cancer but it doesn&rsquo;t matter,no,"english, spanish, french (poorly)",single
26.0,average,other,2,0,72.0,-1.0,other,2012-06-29-20-39,california,no_kids,bisexual,like_dogs,atheism,m,scorpio,,"english (poorly), chinese (poorly), spanish (poorly), other (fluently)",single
50.0,fit,other,2,0,66.0,-1.0,sales / marketing / biz dev,2012-06-29-20-35,california,kid,straight,like_dogs,christianity,f,leo,no,"english (fluently), spanish (fluently)",single
45.0,fit,other,2,0,65.0,-1.0,science / tech / engineering,2012-06-27-04-27,california,no_kids,gay,like_boths,agnosticism,f,,no,english,single
66.0,fit,other,2,0,65.0,40000.0,retired,2012-06-17-20-16,california,no_kids,straight,like_boths,christianity,f,pisces and it&rsquo;s fun to think about,no,"english, french, spanish (poorly)",single
33.0,average,other,2,0,68.0,80000.0,other,2012-04-02-09-56,california,no_kids,straight,like_boths,catholicism,m,leo but it doesn&rsquo;t matter,no,english,seeing someone
32.0,average,other,2,0,68.0,-1.0,computer / hardware / software,2012-06-29-12-07,california,kid,straight,like_boths,agnosticism,m,scorpio and it&rsquo;s fun to think about,,english (fluently),single
53.0,fit,other,2,1,62.0,100000.0,education / academia,2012-06-29-14-45,california,kid,bisexual,like_dogs,buddhism,f,pisces and it matters a lot,when drinking,english,single
28.0,average,other,2,0,72.0,-1.0,other,2011-07-05-08-39,california,no_kids,straight,like_boths,christianity,m,libra,sometimes,english,single
22.0,average,halal,2,0,63.0,-1.0,other,2012-06-30-00-11,california,no_kids,straight,like_boths,agnosticism,f,taurus,yes,english,single
19.0,average,other,2,1,73.0,-1.0,student,2011-12-20-14-20,california,no_kids,straight,like_boths,judaism,m,aquarius,no,"english (fluently), spanish (poorly), hebrew (poorly)",single
35.0,average,other,1,0,67.0,30000.0,entertainment / media,2012-06-28-17-17,california,no_kids,straight,like_dogs,christianity,m,scorpio and it&rsquo;s fun to think about,no,english,single
51.0,overweight,other,2,0,65.0,-1.0,other,2012-06-27-22-52,california,no_kids,straight,like_boths,agnosticism,f,virgo,no,"english, italian",single
30.0,average,other,2,0,69.0,60000.0,medicine / health,2012-06-29-22-49,california,no_kids,straight,like_boths,christianity,m,aries and it matters a lot,no,english,single
29.0,fit,other,2,0,80.0,80000.0,other,2012-06-29-12-42,california,no_kids,straight,like_dogs,atheism,m,leo but it doesn&rsquo;t matter,no,english (fluently),single
32.0,fit,other,3,1,61.0,100000.0,artistic / musical / writer,2011-10-17-01-08,other,no_kids,straight,like_dogs,other and very serious about it,f,virgo and it&rsquo;s fun to think about,no,english,seeing someone
45.0,fit,other,1,0,63.0,-1.0,computer / hardware / software,2012-05-04-08-41,california,kid,straight,like_dogs,christianity,f,scorpio but it doesn&rsquo;t matter,no,english,single
28.0,fit,other,2,1,73.0,30000.0,student,2012-06-28-06-55,california,no_kids,straight,like_dogs,agnosticism,m,leo and it&rsquo;s fun to think about,no,"english (fluently), german (okay)",single
36.0,average,other,2,0,63.0,-1.0,medicine / health,2012-03-31-23-29,california,no_kids,straight,like_cats,atheism,f,gemini,no,english,single
40.0,average,other,2,0,71.0,-1.0,executive / management,2012-06-29-15-35,california,no_kids,straight,like_boths,catholicism,m,taurus,no,"english (fluently), spanish",available
